Game Number,Video Link,Winner,Map Name,"Players, Roles and Tasks","Players, Roles and Tasks"
129,https://www.youtube.com/watch?v=bsyVBpdgYlE&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=52,Imposter,The Skeld,"Simon - Crewmate - (2/7),Josh - Altruist - (5/7),Vik - Imposter,Ethan - Crewmate - (3/7),Harry - Crewmate - (0/7),JJ - Crewmate - (0/7),Randolph - Crewmate - (4/7),Lazarbeam - Crewmate - (0/7),PieFace - Crewmate - (3/7),Chip - Crewmate - (1/7),MaxFosh - Crewmate - (6/7),DannyAarons - Imposter","Simon - Crewmate - (2/7)
Josh - Altruist - (5/7)
Vik - Imposter
Ethan - Crewmate - (3/7)
Harry - Crewmate - (0/7)
JJ - Crewmate - (0/7)
Randolph - Crewmate - (4/7)
Lazarbeam - Crewmate - (0/7)
PieFace - Crewmate - (3/7)
Chip - Crewmate - (1/7)
MaxFosh - Crewmate - (6/7)
DannyAarons - Imposter"
130,https://www.youtube.com/watch?v=bsyVBpdgYlE&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=706s,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (4/7),Vik - Imposter,Ethan - Crewmate - (7/7),Harry - Crewmate - (0/7),JJ - Crewmate - (3/7),Randolph - Crewmate - (4/7),Lazarbeam - Traitor,PieFace - Imposter,Chip - Crewmate - (3/7),MaxFosh - Crewmate - (4/7),DannyAarons - Altruist - (1/7)","Simon - Crewmate - (7/7)
Josh - Crewmate - (4/7)
Vik - Imposter
Ethan - Crewmate - (7/7)
Harry - Crewmate - (0/7)
JJ - Crewmate - (3/7)
Randolph - Crewmate - (4/7)
Lazarbeam - Traitor
PieFace - Imposter
Chip - Crewmate - (3/7)
MaxFosh - Crewmate - (4/7)
DannyAarons - Altruist - (1/7)"
131,https://www.youtube.com/watch?v=bsyVBpdgYlE&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1737s,Crewmate,The Skeld,"Simon - Crewmate - (1/7),Josh - Crewmate - (5/7),Vik - Crewmate - (4/7),Ethan - Altruist - (7/7),Harry - Crewmate - (0/7),JJ - Crewmate - (0/7),Randolph - Imposter,Lazarbeam - Crewmate - (1/7),PieFace - Crewmate - (7/7),Chip - Crewmate - (4/7),MaxFosh - Imposter,DannyAarons - Crewmate - (0/7)","Simon - Crewmate - (1/7)
Josh - Crewmate - (5/7)
Vik - Crewmate - (4/7)
Ethan - Altruist - (7/7)
Harry - Crewmate - (0/7)
JJ - Crewmate - (0/7)
Randolph - Imposter
Lazarbeam - Crewmate - (1/7)
PieFace - Crewmate - (7/7)
Chip - Crewmate - (4/7)
MaxFosh - Imposter
DannyAarons - Crewmate - (0/7)"
132,https://www.youtube.com/watch?v=dn8asYYXEcg&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=53,Imposter,The Skeld,"Josh - Grenadier,Vik - Morphling,Tobi - Seer - (1/4),Harry - Spy - (0/4),JJ - Mystic - (0/4),Randolph - Trapper - (0/4),Lachlan - Phantom - (0/4),Ellum - Tracker - (0/4),Deji - Haunter - (0/4),JME - Werewolf,Viz - Mayor - (2/4)","Josh - Grenadier
Vik - Morphling
Tobi - Seer - (1/4)
Harry - Spy - (0/4)
JJ - Mystic - (0/4)
Randolph - Trapper - (0/4)
Lachlan - Phantom - (0/4)
Ellum - Tracker - (0/4)
Deji - Haunter - (0/4)
JME - Werewolf
Viz - Mayor - (2/4)"
133,https://www.youtube.com/watch?v=dn8asYYXEcg&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=791s,Crewmate,The Skeld,"Josh - Traitor,Vik - Amnesiac,Tobi - Phantom - (4/4),Harry - Spy - (4/4),JJ - Haunter - (4/4),Randolph - Morphling,Lachlan - Tracker - (4/4),Ellum - Blackmailer,Deji - Trapper - (3/4),JME - Mystic - (4/4),Viz - Investigator - (3/4)","Josh - Traitor
Vik - Amnesiac
Tobi - Phantom - (4/4)
Harry - Spy - (4/4)
JJ - Haunter - (4/4)
Randolph - Morphling
Lachlan - Tracker - (4/4)
Ellum - Blackmailer
Deji - Trapper - (3/4)
JME - Mystic - (4/4)
Viz - Investigator - (3/4)"
134,https://www.youtube.com/watch?v=dn8asYYXEcg&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=2144s,Crewmate,The Skeld,"Josh - Mayor - (1/4),Vik - Haunter - (2/4),Tobi - Tracker - (2/4),Harry - Survivor,JJ - Phantom,Randolph - Grenadier,Lachlan - Investigator - (0/4),Ellum - Trapper - (0/4),Deji - Spy - (1/4),JME - Snitch - (2/4),Viz - Miner","Josh - Mayor - (1/4)
Vik - Haunter - (2/4)
Tobi - Tracker - (2/4)
Harry - Survivor
JJ - Phantom
Randolph - Grenadier
Lachlan - Investigator - (0/4)
Ellum - Trapper - (0/4)
Deji - Spy - (1/4)
JME - Snitch - (2/4)
Viz - Miner"
135,https://www.youtube.com/watch?v=uC7y26toluY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=54,Crewmate,The Skeld,"Josh - Imposter,Vik - Crewmate - (2/6),Tobi - Crewmate - (4/6),Harry - Crewmate - (1/6),JJ - Crewmate - (1/6),Randolph - Crewmate - (1/6),Lachlan - Imposter,Ellum - Crewmate - (1/6),Deji - Crewmate - (1/6),JME - Werewolf,Viz - Crewmate - (4/6)","Josh - Imposter
Vik - Crewmate - (2/6)
Tobi - Crewmate - (4/6)
Harry - Crewmate - (1/6)
JJ - Crewmate - (1/6)
Randolph - Crewmate - (1/6)
Lachlan - Imposter
Ellum - Crewmate - (1/6)
Deji - Crewmate - (1/6)
JME - Werewolf
Viz - Crewmate - (4/6)"
136,https://www.youtube.com/watch?v=uC7y26toluY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=852s,Imposter,The Skeld,"Josh - Crewmate - (3/6),Tobi - Crewmate - (3/6),Ethan - Imposter,Harry - Imposter,JJ - Werewolf,Randolph - Crewmate - (2/6),Lazarbeam - Crewmate - (2/6),Ellum - Crewmate - (3/6),Deji - Crewmate - (0/6),JME - Crewmate - (4/6),Viz - Crewmate - (6/6)","Josh - Crewmate - (3/6)
Tobi - Crewmate - (3/6)
Ethan - Imposter
Harry - Imposter
JJ - Werewolf
Randolph - Crewmate - (2/6)
Lazarbeam - Crewmate - (2/6)
Ellum - Crewmate - (3/6)
Deji - Crewmate - (0/6)
JME - Crewmate - (4/6)
Viz - Crewmate - (6/6)"
137,https://www.youtube.com/watch?v=uC7y26toluY&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1718s,Crewmate,The Skeld,"Josh - Crewmate - (3/6),Tobi - Imposter,Ethan - Crewmate - (2/6),Harry - Crewmate - (2/6),JJ - Crewmate - (1/6),Randolph - Crewmate - (4/6),Lazarbeam - Werewolf,Ellum - Imposter,Deji - Crewmate - (0/6),JME - Crewmate - (5/6),Viz - Crewmate - (1/6)","Josh - Crewmate - (3/6)
Tobi - Imposter
Ethan - Crewmate - (2/6)
Harry - Crewmate - (2/6)
JJ - Crewmate - (1/6)
Randolph - Crewmate - (4/6)
Lazarbeam - Werewolf
Ellum - Imposter
Deji - Crewmate - (0/6)
JME - Crewmate - (5/6)
Viz - Crewmate - (1/6)"
138,https://www.youtube.com/watch?v=xnqwNPkrCvs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=55,Imposter,Polus,"Simon - Crewmate - (4/7),Josh - Imposter,Tobi - Imposter,Harry - Glitch,JJ - Mayor - (0/7),Randolph - Crewmate - (3/7),Lachlan - Crewmate - (5/7),Lazarbeam - Crewmate - (2/7),Deji - Crewmate - (1/7),DannyAarons - Crewmate - (3/7)","Simon - Crewmate - (4/7)
Josh - Imposter
Tobi - Imposter
Harry - Glitch
JJ - Mayor - (0/7)
Randolph - Crewmate - (3/7)
Lachlan - Crewmate - (5/7)
Lazarbeam - Crewmate - (2/7)
Deji - Crewmate - (1/7)
DannyAarons - Crewmate - (3/7)"
139,https://www.youtube.com/watch?v=xnqwNPkrCvs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=686s,Imposter,Polus,"Simon - Crewmate - (2/7),Josh - Crewmate - (0/7),Tobi - Crewmate - (3/7),Harry - Crewmate - (2/7),JJ - Imposter,Randolph - Crewmate - (0/7),Lachlan - Imposter,Lazarbeam - Mayor - (0/7),Deji - Juggernaut,DannyAarons - Crewmate - (0/7)","Simon - Crewmate - (2/7)
Josh - Crewmate - (0/7)
Tobi - Crewmate - (3/7)
Harry - Crewmate - (2/7)
JJ - Imposter
Randolph - Crewmate - (0/7)
Lachlan - Imposter
Lazarbeam - Mayor - (0/7)
Deji - Juggernaut
DannyAarons - Crewmate - (0/7)"
140,https://www.youtube.com/watch?v=xnqwNPkrCvs&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1322s,Crewmate,Polus,"Simon - Crewmate - (2/7),Josh - Crewmate - (4/7),Tobi - Crewmate - (1/7),Harry - Mayor - (4/7),JJ - Imposter,Randolph - Juggernaut,Lachlan - Crewmate - (3/7),Lazarbeam - Crewmate - (1/7),Deji - Crewmate - (3/7),DannyAarons - Imposter","Simon - Crewmate - (2/7)
Josh - Crewmate - (4/7)
Tobi - Crewmate - (1/7)
Harry - Mayor - (4/7)
JJ - Imposter
Randolph - Juggernaut
Lachlan - Crewmate - (3/7)
Lazarbeam - Crewmate - (1/7)
Deji - Crewmate - (3/7)
DannyAarons - Imposter"
141,https://www.youtube.com/watch?v=N3QoIElW8Xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=56,Crewmate,The Skeld,"Simon - Crewmate - (6/7),Josh - Crewmate - (7/7),Tobi - Crewmate - (7/7),Harry - Crewmate - (0/7),JJ - Imposter,Randolph - Crewmate - (2/7),Lachlan - Mayor - (5/7),Lazarbeam - Crewmate - (6/7),Deji - Crewmate - (1/7),DannyAarons - Bomber","Simon - Crewmate - (6/7)
Josh - Crewmate - (7/7)
Tobi - Crewmate - (7/7)
Harry - Crewmate - (0/7)
JJ - Imposter
Randolph - Crewmate - (2/7)
Lachlan - Mayor - (5/7)
Lazarbeam - Crewmate - (6/7)
Deji - Crewmate - (1/7)
DannyAarons - Bomber"
142,https://www.youtube.com/watch?v=N3QoIElW8Xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=553s,Crewmate,The Skeld,"Simon - Crewmate - (1/7),Josh - Imposter,Tobi - Crewmate - (1/7),Harry - Crewmate - (2/7),JJ - Crewmate - (0/7),Randolph - Crewmate - (1/7),Lachlan - Bomber,Lazarbeam - Mayor - (0/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (0/7)","Simon - Crewmate - (1/7)
Josh - Imposter
Tobi - Crewmate - (1/7)
Harry - Crewmate - (2/7)
JJ - Crewmate - (0/7)
Randolph - Crewmate - (1/7)
Lachlan - Bomber
Lazarbeam - Mayor - (0/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (0/7)"
143,https://www.youtube.com/watch?v=N3QoIElW8Xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=979s,Crewmate,The Skeld,"Simon - Crewmate - (6/7),Josh - Crewmate - (2/7),Tobi - Mayor - (7/7),Harry - Crewmate - (7/7),JJ - Bomber,Randolph - Crewmate - (7/7),Lachlan - Imposter,Lazarbeam - Crewmate - (6/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (1/7)","Simon - Crewmate - (6/7)
Josh - Crewmate - (2/7)
Tobi - Mayor - (7/7)
Harry - Crewmate - (7/7)
JJ - Bomber
Randolph - Crewmate - (7/7)
Lachlan - Imposter
Lazarbeam - Crewmate - (6/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (1/7)"
144,https://www.youtube.com/watch?v=N3QoIElW8Xk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1865s,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (5/7),Tobi - Crewmate - (7/7),Harry - Crewmate - (3/7),JJ - Imposter,Randolph - Crewmate - (3/7),Lachlan - Crewmate - (2/7),Lazarbeam - Crewmate - (1/7),Deji - Mayor - (0/7),DannyAarons - Bomber","Simon - Crewmate - (7/7)
Josh - Crewmate - (5/7)
Tobi - Crewmate - (7/7)
Harry - Crewmate - (3/7)
JJ - Imposter
Randolph - Crewmate - (3/7)
Lachlan - Crewmate - (2/7)
Lazarbeam - Crewmate - (1/7)
Deji - Mayor - (0/7)
DannyAarons - Bomber"
145,https://www.youtube.com/watch?v=TGUKfF3Lgag&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=57,Crewmate,The Skeld,"Simon - Crewmate - (4/7),Josh - Crewmate - (4/7),Vik - Crewmate - (2/7),Tobi - Crewmate - (7/7),Ethan - Camouflager,Lazarbeam - Imposter,Ellum - Crewmate - (1/7),Deji - Crewmate - (1/7),DannyAarons - Crewmate - (0/7),Viz - Crewmate - (3/7)","Simon - Crewmate - (4/7)
Josh - Crewmate - (4/7)
Vik - Crewmate - (2/7)
Tobi - Crewmate - (7/7)
Ethan - Camouflager
Lazarbeam - Imposter
Ellum - Crewmate - (1/7)
Deji - Crewmate - (1/7)
DannyAarons - Crewmate - (0/7)
Viz - Crewmate - (3/7)"
146,https://www.youtube.com/watch?v=TGUKfF3Lgag&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1128s,Imposter,The Skeld,"Simon - Crewmate - (3/7),Josh - Crewmate - (1/7),Vik - Crewmate - (0/7),Tobi - Crewmate - (5/7),Ethan - Imposter,Lazarbeam - Crewmate - (7/7),Ellum - Crewmate - (3/7),Deji - Crewmate - (3/7),DannyAarons - Crewmate - (0/7),Viz - Camouflager","Simon - Crewmate - (3/7)
Josh - Crewmate - (1/7)
Vik - Crewmate - (0/7)
Tobi - Crewmate - (5/7)
Ethan - Imposter
Lazarbeam - Crewmate - (7/7)
Ellum - Crewmate - (3/7)
Deji - Crewmate - (3/7)
DannyAarons - Crewmate - (0/7)
Viz - Camouflager"
147,https://www.youtube.com/watch?v=TGUKfF3Lgag&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1626s,Crewmate,The Skeld,"Simon - Crewmate - (4/7),Josh - Crewmate - (4/7),Vik - Crewmate - (0/7),Tobi - Crewmate - (5/7),Ethan - Crewmate - (5/7),Lazarbeam - Crewmate - (1/7),Ellum - Crewmate - (2/7),Deji - Imposter,DannyAarons - Camouflager,Viz - Crewmate - (0/7)","Simon - Crewmate - (4/7)
Josh - Crewmate - (4/7)
Vik - Crewmate - (0/7)
Tobi - Crewmate - (5/7)
Ethan - Crewmate - (5/7)
Lazarbeam - Crewmate - (1/7)
Ellum - Crewmate - (2/7)
Deji - Imposter
DannyAarons - Camouflager
Viz - Crewmate - (0/7)"
148,https://www.youtube.com/watch?v=v-7kWK7FOUQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=58,Imposter,The Skeld,"Simon - Crewmate - (2/7),Josh - Crewmate - (3/7),Vik - Crewmate - (1/7),Tobi - Bounty Hunter,Ethan - Crewmate - (1/7),Lazarbeam - Crewmate - (1/7),Ellum - Crewmate - (2/7),Deji - Crewmate - (1/7),DannyAarons - Imposter,Viz - Crewmate - (0/7)","Simon - Crewmate - (2/7)
Josh - Crewmate - (3/7)
Vik - Crewmate - (1/7)
Tobi - Bounty Hunter
Ethan - Crewmate - (1/7)
Lazarbeam - Crewmate - (1/7)
Ellum - Crewmate - (2/7)
Deji - Crewmate - (1/7)
DannyAarons - Imposter
Viz - Crewmate - (0/7)"
149,https://www.youtube.com/watch?v=v-7kWK7FOUQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=410s,Crewmate,The Skeld,"Simon - Crewmate - (1/7),Josh - Imposter,Vik - Crewmate - (1/7),Tobi - Crewmate - (2/7),Ethan - Crewmate - (4/7),Lazarbeam - Crewmate - (2/7),Ellum - Bounty Hunter,Deji - Crewmate - (0/7),DannyAarons - Crewmate - (1/7),Viz - Crewmate - (2/7)","Simon - Crewmate - (1/7)
Josh - Imposter
Vik - Crewmate - (1/7)
Tobi - Crewmate - (2/7)
Ethan - Crewmate - (4/7)
Lazarbeam - Crewmate - (2/7)
Ellum - Bounty Hunter
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (1/7)
Viz - Crewmate - (2/7)"
150,https://www.youtube.com/watch?v=v-7kWK7FOUQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=874s,Imposter,The Skeld,"Simon - Crewmate - (2/7),Josh - Crewmate - (5/7),Vik - Crewmate - (0/7),Tobi - Crewmate - (3/7),Ethan - Crewmate - (3/7),Lazarbeam - Crewmate - (3/7),Ellum - Crewmate - (3/7),Deji - Crewmate - (0/7),DannyAarons - Bounty Hunter,Viz - Imposter","Simon - Crewmate - (2/7)
Josh - Crewmate - (5/7)
Vik - Crewmate - (0/7)
Tobi - Crewmate - (3/7)
Ethan - Crewmate - (3/7)
Lazarbeam - Crewmate - (3/7)
Ellum - Crewmate - (3/7)
Deji - Crewmate - (0/7)
DannyAarons - Bounty Hunter
Viz - Imposter"
151,https://www.youtube.com/watch?v=v-7kWK7FOUQ&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1293s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Josh - Bounty Hunter,Vik - Crewmate - (1/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Lazarbeam - Crewmate - (6/7),Ellum - Crewmate - (7/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (1/7),Viz - Imposter","Simon - Crewmate - (7/7)
Josh - Bounty Hunter
Vik - Crewmate - (1/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Lazarbeam - Crewmate - (6/7)
Ellum - Crewmate - (7/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (1/7)
Viz - Imposter"
152,https://www.youtube.com/watch?v=lYRDD_drRuI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=59,Imposter,The Skeld,"Simon - Crewmate - (7/7),Josh - Crewmate - (7/7),Vik - Crewmate - (2/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Lachlan - Crewmate - (0/7),Lazarbeam - Ninja,Callux - Crewmate - (2/7),Deji - Crewmate - (7/7),DannyAarons - Imposter","Simon - Crewmate - (7/7)
Josh - Crewmate - (7/7)
Vik - Crewmate - (2/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Lachlan - Crewmate - (0/7)
Lazarbeam - Ninja
Callux - Crewmate - (2/7)
Deji - Crewmate - (7/7)
DannyAarons - Imposter"
153,https://www.youtube.com/watch?v=lYRDD_drRuI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=716s,Imposter,The Skeld,"Simon - Crewmate - (4/7),Josh - Crewmate - (3/7),Vik - Imposter,Tobi - Crewmate - (5/7),Ethan - Crewmate - (7/7),Lachlan - Crewmate - (1/7),Lazarbeam - Ninja,Callux - Crewmate - (2/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (0/7)","Simon - Crewmate - (4/7)
Josh - Crewmate - (3/7)
Vik - Imposter
Tobi - Crewmate - (5/7)
Ethan - Crewmate - (7/7)
Lachlan - Crewmate - (1/7)
Lazarbeam - Ninja
Callux - Crewmate - (2/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (0/7)"
154,https://www.youtube.com/watch?v=lYRDD_drRuI&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1335s,Crewmate,The Skeld,"Simon - Crewmate - (3/7),Josh - Crewmate - (2/7),Vik - Crewmate,Tobi - Ninja,Ethan - Crewmate - (2/7),Lachlan - Imposter,Lazarbeam - Crewmate - (0/7),Callux - Crewmate - (2/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (1/7)","Simon - Crewmate - (3/7)
Josh - Crewmate - (2/7)
Vik - Crewmate
Tobi - Ninja
Ethan - Crewmate - (2/7)
Lachlan - Imposter
Lazarbeam - Crewmate - (0/7)
Callux - Crewmate - (2/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (1/7)"
155,https://www.youtube.com/watch?v=A87kkzsl1Wo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=60,Crewmate,The Skeld,"Simon - Crewmate - (1/7),Josh - Vampire,Vik - Crewmate - (2/7),Tobi - Imposter,Ethan - Crewmate - (6/7),Lachlan - Crewmate - (7/7),Lazarbeam - Crewmate - (4/7),Callux - Crewmate - (4/7),Deji - Crewmate - (1/7),DannyAarons - Crewmate - (0/7)","Simon - Crewmate - (1/7)
Josh - Vampire
Vik - Crewmate - (2/7)
Tobi - Imposter
Ethan - Crewmate - (6/7)
Lachlan - Crewmate - (7/7)
Lazarbeam - Crewmate - (4/7)
Callux - Crewmate - (4/7)
Deji - Crewmate - (1/7)
DannyAarons - Crewmate - (0/7)"
156,https://www.youtube.com/watch?v=A87kkzsl1Wo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=808s,Imposter,The Skeld,"Simon - Vampire,Josh - Crewmate - (6/7),Vik - Crewmate - (4/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Lachlan - Crewmate - (1/7),Lazarbeam - Crewmate - (4/7),Callux - Imposter,Deji - Crewmate - (0/7),DannyAarons - Crewmate - (0/7)","Simon - Vampire
Josh - Crewmate - (6/7)
Vik - Crewmate - (4/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Lachlan - Crewmate - (1/7)
Lazarbeam - Crewmate - (4/7)
Callux - Imposter
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (0/7)"
157,https://www.youtube.com/watch?v=A87kkzsl1Wo&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1884s,Imposter,The Skeld,"Simon - Imposter,Josh - Crewmate - (2/7),Vik - Crewmate - (0/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Lachlan - Vampire,Lazarbeam - Crewmate - (3/7),Callux - Crewmate - (0/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (0/7)","Simon - Imposter
Josh - Crewmate - (2/7)
Vik - Crewmate - (0/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Lachlan - Vampire
Lazarbeam - Crewmate - (3/7)
Callux - Crewmate - (0/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (0/7)"
158,https://www.youtube.com/watch?v=kiAO_WyacFk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=61,Jester,The Skeld,"Simon - Crewmate - (3/7),Vik - Crewmate - (1/7),Tobi - Camouflager,Ethan - Sheriff - (2/7),Harry - Mayor - (3/7),Randolph - Jester,Lazarbeam - Morphling,Ginge - Crewmate - (4/7),Deji - Crewmate - (1/7),DannyAarons - Engineer - (0/7)","Simon - Crewmate - (3/7)
Vik - Crewmate - (1/7)
Tobi - Camouflager
Ethan - Sheriff - (2/7)
Harry - Mayor - (3/7)
Randolph - Jester
Lazarbeam - Morphling
Ginge - Crewmate - (4/7)
Deji - Crewmate - (1/7)
DannyAarons - Engineer - (0/7)"
159,https://www.youtube.com/watch?v=kiAO_WyacFk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=411s,Imposter,The Skeld,"Simon - Morphling,Vik - Crewmate - (2/7),Tobi - Crewmate - (5/7),Ethan - Mayor - (4/7),Harry - Jester,Randolph - Sheriff - (0/7),Lazarbeam - Camouflager,Ginge - Crewmate - (7/7),Deji - Engineer - (0/7),DannyAarons - Crewmate - (1/7)","Simon - Morphling
Vik - Crewmate - (2/7)
Tobi - Crewmate - (5/7)
Ethan - Mayor - (4/7)
Harry - Jester
Randolph - Sheriff - (0/7)
Lazarbeam - Camouflager
Ginge - Crewmate - (7/7)
Deji - Engineer - (0/7)
DannyAarons - Crewmate - (1/7)"
160,https://www.youtube.com/watch?v=kiAO_WyacFk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1066s,Crewmate,The Skeld,"Simon - Engineer - (0/7),Vik - Morphling,Tobi - Crewmate - (6/7),Ethan - Crewmate - (2/7),Randolph - Sheriff - (0/7),Lazarbeam - Crewmate - (0/7),Ginge - Jester,Deji - Camouflager,DannyAarons - Mayor - (0/7)","Simon - Engineer - (0/7)
Vik - Morphling
Tobi - Crewmate - (6/7)
Ethan - Crewmate - (2/7)
Randolph - Sheriff - (0/7)
Lazarbeam - Crewmate - (0/7)
Ginge - Jester
Deji - Camouflager
DannyAarons - Mayor - (0/7)"
161,https://www.youtube.com/watch?v=kiAO_WyacFk&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=1491s,Crewmate,The Skeld,"Simon - Jester,Vik - Crewmate - (0/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (3/7),Harry - Engineer - (2/7),Randolph - Crewmate - (1/7),Lazarbeam - Sheriff - (2/7),Ginge - Camouflager,Deji - Morphling,DannyAarons - Mayor - (0/7)","Simon - Jester
Vik - Crewmate - (0/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (3/7)
Harry - Engineer - (2/7)
Randolph - Crewmate - (1/7)
Lazarbeam - Sheriff - (2/7)
Ginge - Camouflager
Deji - Morphling
DannyAarons - Mayor - (0/7)"
162,https://www.youtube.com/watch?v=Y1E6R13YD1Y&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&index=62,Imposter,The Skeld,"Simon - Crewmate - (2/7),Vik - Crewmate - (1/7),Tobi - Crewmate - (5/7),Ethan - Crewmate - (4/7),Harry - Crewmate - (2/7),Randolph - Crewmate - (2/7),Lazarbeam - Crewmate - (1/7),Ginge - Crewmate - (1/7),Deji - Warlock,DannyAarons - Imposter","Simon - Crewmate - (2/7)
Vik - Crewmate - (1/7)
Tobi - Crewmate - (5/7)
Ethan - Crewmate - (4/7)
Harry - Crewmate - (2/7)
Randolph - Crewmate - (2/7)
Lazarbeam - Crewmate - (1/7)
Ginge - Crewmate - (1/7)
Deji - Warlock
DannyAarons - Imposter"
163,https://www.youtube.com/watch?v=Y1E6R13YD1Y&list=PLhjLcvbbPVrVOY5w5Pl7KuSe5fGroQJJD&t=946s,Crewmate,The Skeld,"Simon - Crewmate - (7/7),Vik - Crewmate - (1/7),Tobi - Crewmate - (7/7),Ethan - Crewmate - (7/7),Harry - Imposter,Randolph - Warlock,Lazarbeam - Crewmate - (2/7),Ginge - Crewmate - (5/7),Deji - Crewmate - (0/7),DannyAarons - Crewmate - (0/7)","Simon - Crewmate - (7/7)
Vik - Crewmate - (1/7)
Tobi - Crewmate - (7/7)
Ethan - Crewmate - (7/7)
Harry - Imposter
Randolph - Warlock
Lazarbeam - Crewmate - (2/7)
Ginge - Crewmate - (5/7)
Deji - Crewmate - (0/7)
DannyAarons - Crewmate - (0/7)"
